author,text
tagore,"রাজলম্ম্মী তাহাকে বলিলেন, বাবা, এ কাজ তো তোমাকেই করিতে হয়, নহিলে গরিবের মেয়ে বিহারী জোড়হাত করিয়া কহিল, মা, এঁটে পারিব যে- মেঠাই তোমার মহেন্দ্র ভালো লাগিল না বলিয়া রাখিয়া দেয়, সে- মেঠাই তোমার অনুরোধে পড়িয়া আমি অনেক খাইয়াছি, কিন্তু কন্যার বেলা সেটা সহিবে না"
tagore,"রাজলম্মী ভাবিলেন, বিহারী আবার বিয়ে করিবে"
tagore,"কেবল মহিনকে লইয়াই আছে, বউ আনিবার কথা মনেও স্থান দেয় এই ভাবিয়া বিহারীর প্রতি তাহার কৃপামিশ্রিত মমতা আর- একটুখানি বাড়িল"
tagore,"বিনোদিনীর বাপ বিশেষ ধনী ছিল না, কিন্তু তাহার একমাত্র কন্যাকে সে মিশনারি মেম রাখিয়া বহুযত্বে পড়াশুনা ও কারুকার্য শিখাইয়াছিল"
tagore,"কন্যার বিবাহের বয়স ক্রমেই বহিয়া যাইতেছি, তবু তাহার হুঁশ ছিল অবশেষে তাহার মৃত্যুর পরে বিধবা মাতা পাত্র খুঁজিয়া অস্থির হইয়া পড়িয়াছে"
tagore,"টাকাকড়িও নাই, কন্যার বয়সও অধিক তখন রাজলম্মমী তাহার জন্মভূমি বারাসতের গ্রামসম্পর্কীয় এক ভ্রাতুষ্পুত্রের সহিত উক্ত কন্যা বিনোদিনীর বিবাহ দেওয়াইলেন"
tagore,অনতিকাল পরে কন্যা বিধবা হইল
tagore,"মহেন্দ্র হাসিয়া কহিল, ভাগ্যে বিবাহ করি নাই, স্ত্রী বিধবা হইলে তো এক টিকিতে পারিতাম বছর- তিনেক পরে আর- এক দিন মাতাপুত্রে কথা হইতেছিল"
tagore,"বাবা, লোকে যে আমাকেই নিন্দা করে"
tagore,"কেন মা, লোকের তুমি কী সর্বনাশ করিয়াছ"
tagore,"পাছে বউ আসিলে ছেলে পর হইয়া যায়, এই ভয়ে তোর বিবাহ দিতেছি না, লোকে এইরূপ বলাবলি করে"
tagore,"মহেন্দ্র কহিল, ভয় তো হওয়াই উচিত"
tagore,আমি মা হইলে প্রাণ ধরিয়া ছেলের বিবাহ দিতে পারিতাম না
tagore,লোকের নিন্দা মাথা পাতিয়া লইতাম
tagore,"মা হাসিয়া কহিলেন, শোনো একবার ছেলের কথা শোনো"
tagore,"মহেন্দ্র কহিল, বউ আসিয়া তো ছেলেকে তখন এত কষ্টের এত স্নেহের মা কোথায় সরিয়া যায়, এ যদি-বা তোমার ভালো লাগে, আমার ভালো লাগে না"
tagore,"পৃষ্ঠা মনে পুলকিত হইয়া তাহার সদ্যসমাগতা বিধবা জাকে সম্বোধন করিয়া বলিলেন, শোনো ভাই মেজোবউ, মহিন কী বলে শোনো"
tagore,"বউ পাছে মাকে ছাড়াইয়া উঠে, এই ভয়ে ও বিয়ে করিতে চায় না"
tagore,"কাকী কহিলেন, এ তোমার, বাছা, বাড়াবাড়ি"
tagore,যখনকার যা তখন তাই শোভা পায়
tagore,"এখন মার আঁচল ছাড়িয়া বউ লইয়া ঘরকন্না করিবার সময় আসিয়াছে, এখন ছোটো ছেলেটির মতো ব্যবহার দেখিলে লজ্জা বোধ হয়"
tagore,"কথা রাজলম্মমীর ঠিক মধুর লাগিল না এবং এই প্রসঙ্গে তিনি যে- কটি কথা বলিলেন, তাহা সরল হইতে পারে, কিন্তু মধুমাখা নহে"
tagore,"কহিলেন, আমার ছেলে যদি অন্যের ছেলেদের চেয়ে মাকে বেশি ভালোবাসে, তোমার তাতে লজ্জা করে কেন মেজোবউ ছেলে থাকিলে ছেলের মর্ম বুঝিতে করিলেন, পুত্রসৌভাগ্যবতীকে পুত্রহীনা ঈর্ষা করিতেছে"
tagore,"মেজোবউ কহিলেন, তুমিই বউ আনিবার কথা পাড়িলে বলিয়া কথাটা উঠিল, নহিলে আমার অধিকার কী রাজলম্মমী কহিলেন, আমার ছেলে যদি বউ না আনে, তোমার বুকে তাতে শেল বেঁধে কেন"
tagore,"বেশ তো, এতদিন যদি ছেলেকে মানুষ করিয়া আসিতে পারি, এখনো উহাকে দেখিতে শুনিতে পারিব, আর কাহারো দরকার হইবে মেজোবউ অশ্রুপাত করিয়া নীরবে চলিয়া গেলেন"
tagore,মহেন্দ্র মনে মনে আঘাত পাইল এবং কালেজ হইতে সকাল- সকাল ফিরিয়াই তাহার কাকীর ঘরে উপস্থিত হইল
tagore,"কাকী তাহাকে যাহা বলিয়াছেন, তাহার মধ্যে স্নেহ ছাড়া আর কিছুই ছিল না, ইহা সে নিশ্চয় জানিত"
tagore,"এবং ইহাও তাহার জানা ছিল, কাকীর একটি পিতৃমাতৃহীনা বোনঝি আছে, এবং মহেন্দ্রের সহিত তাহার বিবাহ দিয়া সন্তানহীনা বিধবা কোনো সূত্রে আপনার ভগিনীর মেয়েটিকে কাছে আনিয়া সুখী দেখিতে চান"
tagore,"যদিচ বিবাহে সে নারাজ, তবু কাকীর এই মনোগত ইচ্ছাটি তাহার কাছে স্বাভাবিক এবং অত্যন্ত করুণাবহ বলিয়া মনে হইত"
tagore,"মহেন্দ্র তাহার ঘরে যখন গেল, তখন বেলা আর বড়ো বাকি কাকী অন্নপূর্ণা তাহার ঘরের কাটা জানালার গরাদের উপর মাথা রাখিয়া শুল্কবিমর্ষমুখে বসিয়াছিলেন"
tagore,"পাশের ঘরে ভাত ঢাকা পড়িয়া আছে, এখনো স্পর্শ করেন অল্প কারণেই মহেন্দ্রের চোখে জল আসিত"
tagore,কাকীকে দেখিয়া তাহার চোখ ছলছল করিয়া উঠিল
tagore,"কাছে আসিয়া শ্লিগ্ধস্বরে ডাকিল, কাকীমা"
tagore,"অন্নপূর্ণা হাসিবার চেষ্টা করিয়া কহিলেন, আয় মহিন, বোস"
tagore,"মহেন্দ্র কহিল, ভারি ক্ষুধা পাইয়াছে, প্রসাদ খাইতে চাই"
tagore,অন্নপূর্ণা মহেন্দ্রের কৌশল বুঝিয়া উচ্ছ্বসিত অশ্রু কষ্টে সংবরণ করিলেন এবং নিজে খাইয়া মহেন্দ্রকে খাওয়াইলেন
tagore,মহেন্দ্রের হৃদয় তখন করুণায় আর্দ্র ছিল
tagore,"কাকীকে সান্তনা দিবার জন্য আহারান্তে হঠাৎ মনের ঝৌঁকে বলিয়া বসিল, কাকী, তোমার সেই- যে বোনঝির কথা বলিয়াছিলে, তাহাকে একবার দেখাইবে না"
tagore,কথাটা উচ্চারণ করিয়াই সে ভীত হইয়া পড়িল
tagore,"অন্নপূর্ণা হাসিয়া কহিলেন, তোর আবার বিবাহে মন গেল নাকি, মহিন"
tagore,"মহেন্দ্র তাড়াতাড়ি কহিল, না, আমার জন্য নয় কাকী, আমি বিহারীকে রাজি করিয়াছি"
tagore,তুমি দেখিবার দিন ঠিক করিয়া দাও
tagore,"অন্নপূর্ণা কহিলেন, আহা, তাহার কি এমন ভাগ্য হইবে৷ বিহারীর মতো ছেলে কি তাহার কপালে আছে"
tagore,কাকীর ঘর হইতে বাহির হইয়া মহেন্দ্র দ্বারের কাছে আসিতেই মার সঙ্গে দেখা হইল
tagore,"রাজলম্দ্মী জিজ্ঞাসা করিলেন, কী মহেন্দ্র, এতক্ষণ তোদের কী পরামর্শ হইতেছিল"
tagore,"মহেন্দ্র কহিল, পরামর্শ কিছুই না, পান লইতে আসিয়াছি"
tagore,"মা কহিলেন, তোর পান তো আমার ঘরে সাজা আছে"
tagore,মহেন্দ্র উত্তর না করিয়া চলিয়া গেল
tagore,ঘরে ঢুকিয়া অন্নপূর্ণার রোদনস্ফীত চক্ষু দেখিবামাত্র অনেক কথা কল্পনা করিয়া লইলেন
tagore,"ফৌস করিয়া বলিয়া উঠিলেন, কী গো মেজোঠাকরুন, ছেলের কাছে লাগালাগি করিতেছিলে বুঝি"
tagore,বলিয়া উত্তরমাত্র না শুনিয়া দ্রুতবেগে চলিয়া গেলেন
tagore,"পৃষ্ঠা অধ্যায় - মেয়ে দেখিবার কথা মহেন্দ্র প্রায় ভুলিয়াছিল, অন্নপূর্ণা ভোলেন নাই"
tagore,তিনি শ্যামবাজারে মেয়ের অভিভাবক জেঠার বাড়িতে পত্র লিখিয়া দেখিতে যাইবার দিন স্থির করিয়া পাঠাইলেন
tagore,"দিন স্থির হইয়াছে শুনিয়াই মহেন্দ্র কহিল, এত তাড়াতাড়ি কাজটা করিলে কেন কাকী"
tagore,এখনো বিহারীকে বলাই হয় নাই
tagore,"অন্নপূর্ণা কহিলেন, সে কি হয় মহিন"
tagore,এখন না দেখিতে গেলে তাহারা কী মনে করিবে মহেন্দ্র বিহারীকে ডাকিয়া সকল কথা বলিল
tagore,"কহিল, চলো তো, পছন্দ না হইলে তো তোমার উপর জোর চলিবে না"
tagore,"বিহারী কহিল, সে কথা বলিতে পারি না"
tagore,কাকীর বোনঝিকে দেখিতে গিয়া পছন্দ হইল না বলা আমার মুখ দিয়া আসিবে না
tagore,"মহেন্দ্র কহিল, সে তো উত্তম কথা৷ বিহারী কহিল, কিন্তু তোমার পক্ষে অন্যায় কাজ হইয়াছে মহিনদা"
tagore,নিজেকে হালকা রাখিয়া পরের স্কন্ধে এরূপ ভার চাপানো তোমার উচিত হয় নাই
tagore,"এখন কাকীর মনে আঘাত দেওয়া আমার পক্ষে বড়োই কঠিন মহেন্দ্র একটু লজ্জিত ও রুষ্ট হইয়া কহিল, তবে কী করিতে চাও"
tagore,"বিহারী কহিল, যখন তুমি আমার নাম করিয়া তাহাকে আশা দিয়াছ, তখন আমি বিবাহ করিব- দেখিতে যাইবার ভড়ং করিবার দরকার অন্নপূর্ণাকে বিহারী দেবীর মতো ভক্তি করিত"
tagore,"অবশেষে অন্নপূর্ণা বিহারীকে নিজে ডাকিয়া কহিলেন, সে কি হয় বাছা"
tagore,"না দেখিয়া বিবাহ করিবে, সে কিছুতেই হইবে না"
tagore,"যদি পছন্দ না হয়, তবে বিবাহে সম্মতি দিতে পারিবে না, এই আমার শপথ রহিল"
tagore,"নির্ধারিত দিনে মহেন্দ্র কালেজ হইতে ফিরিয়া আসিয়া মাকে কহিল, আমার সেই রেশমের জামা এবং ঢাকাই ধুতিটা বাহির করিয়া দাও"
tagore,"মা কহিলেন, কেন, কোথায় যাবি"
tagore,"মহেন্দ্র কহিল, দরকার আছে মা, তুমি দাও- না, আমি পরে বলিব মহেন্দ্র একটু সাজ না করিয়া থাকিতে পারিল না"
tagore,"পরের জন্য হইলেও কন্যা দেখিবার প্রসঙ্গমাত্রেই যৌবন ধর্ম আপনি চুলটা একটু ফিরাইয়া লয়, চাদরে কিছু গন্ধ ঢালে"
tagore,দুই বন্ধু কন্যা দেখিতে বাহির হইল
tagore,কন্যার জেঠা শ্যামবাজারের অনুকূলবাবু- নিজের উপার্জিত ধনের দ্বারায় তাহার বাগানসমেত তিনতলা বাড়িটাকে পাড়ার মাথার উপর তুলিয়াছেন
tagore,দরিদ্র ভ্রাতার মৃত্যুর পর পিতৃমাতৃহীনা ভ্রাতুষ্পুত্রীকে তিনি নিজের বাড়িতে আনিয়া রাখিয়াছেন
tagore,"মাসি অন্নপূর্ণা বলিয়াছিলেন, আমার কাছে তাহাতে ব্যয়লাঘবের সুবিধা ছিল বটে, কিন্তু গৌরবলাঘবের ভয়ে অনুকূল রাজি হইলেন না"
tagore,"এমন- কি, দেখাসাক্ষাৎ করিবার জন্যও কন্যাকে কখনো মাসির বাড়ি পাঠাইতেন না, নিজেদের মর্যাদা সম্বন্ধে তিনি এতই কড়া ছিলেন"
tagore,কন্যাটির ভাবনার সময় আসিল কিন্তু আজকালকার দিনে কন্যার বিবাহ সম্বন্ধে ভাবনা সিদ্ধির্ভবতিতাদুশী' কথাটা খাটে না
tagore,"কিন্তু পণের কথা উঠিলেই অনুকূল বলেন, আমার তো নিজের মেয়ে আছে, আমি একা আর কত পারিয়া উঠিব"
tagore,এমনি করিয়া দিন বহিয়া যাইতেছিল
tagore,এমন সময় সাজিয়া- গুজিয়া গন্ধ মাখিয়া রঙ্গভূমিতে বন্ধুকে লইয়া মহেন্দ্র প্রবেশ করিলেন
tagore,তখন চত্রমাসের দিবসান্তে সূর্য অস্তোন্মুখ
tagore,দোতলার দক্ষিণবারান্দায় চিত্রিত চীনের টালি গাথা; তাহারই প্রান্তে দুই অভ্যাগতের জন্য রুপার রেকাবি ফলমূলমিষ্টান্নে শোভমান এবং বরফজলপূর্ণ রুপার গ্লাস শীতল শিশিরবিন্দুজালে মণ্ডিত
tagore,মহেন্দ্র বিহারীকে লইয়া আলজ্জিতভাবে খাইতে বসিয়াছেন
tagore,"নীচে বাগানে মালী তখন ঝারিতে করিয়া গাছে গাছে জল দিতেছিল, সেই সিক্ত মৃত্তিকার গন্ধ বহন করিয়া চৈত্রের দক্ষিণ বাতাস মহেন্দ্রের শুভ্র সুবাসিত চাদরের প্রান্তকে দুর্দাম করিয়া তুলিতেছিল"
tagore,"আশপাশের দ্বার- জানালার ছিদ্রান্তরাল হইতে একটু- আধটু চাপা হাসি, ফিসফিস কথা, দুটা- একটা গহনার টুংটাং যেন শুনা যায়"
tagore,"আহারের পর অনুকূলবাবু ভিতরের দিকে চাহিয়া কহিলেন, চুনি, পান নিয়ে আয় তো রে"
tagore,কিছুক্ষণ পরে সংকোচের ভাবে পশ্চাতের একটা দরজা খুলিয়া গেল এবং একটি বালিকা কোথা হইতে সর্বাঙ্গে রাজ্যের লজ্জা জড়াইয়া আনিয়া পানের বাটা হাতে অনুকূলবাবুর কাছে আসিয়া দীড়াইল
tagore,"তিনি কহিলেন, লজ্জা কী মা"
tagore,বাটা এঁ ওঁদের সামনে রাখো
tagore,বালিকা নত হইয়া কম্পিতহস্তে পানের বাটা অতিথিদের আসন- পার্শ্বে ভূমিতে রাখিয়া দিল
tagore,বারান্দার পশ্চিম- প্রান্ত হইতে সূর্যাস্ত আভা তাহার লজ্জিত মুখকে মণ্ডিত করিয়া গেল
tagore,সেই অবকাশে মহেন্দ্র সেই কম্পান্বিতা বালিকার করুণ মুখচ্ছবি দেখিয়া লইল
tagore,"বালিকা তখনি চলিয়া যাইতে উদ্যত হইলে অনুকূলবাবু কহিলেন, একটু দাড়া চুনি"
tagore,"বিহারীবাবু, এইটি আমার ছোটো ভাই অপূর্বর কন্যা"
tagore,"সে তো চলিয়া গেছে, এখন আমি ছাড়া ইহার আর কেহ নাই"
tagore,মহেন্দ্রের হৃদয়ে দয়ার আঘাত লাগিল
tagore,অনাথার দিকে আর- এক বার চাহিয়া দেখিল
tagore,পৃষ্ঠা কেহ তাহার বয়স স্পষ্ট করিয়া বলিত না
tagore,"আত্মীয়েরা বলিত, এই বারো- তেরো হইবে"
tagore,অর্থাৎ চৌদ্দ- পনেরো হওয়ার সম্ভাবনাই অধিক
tagore,কিন্তু অনুগ্রহপালিত বলিয়া একটি ভীরু ভাবে তাহার নবযৌবনারম্তকে সংযত সংবৃত করিয়া রাখিয়াছে
tagore,"আর্দ্রচিত্ত মহেন্দ্র জিজ্ঞাসা করিল, তোমার নাম কী"
tagore,"অনুকূলবাবু উৎসাহ দিয়া কহিলেন, বলো মা, তোমার নাম বলো"
tagore,"বালিকা তাহার অভ্যস্ত আদেশ- পালনের ভাবে নতমুখে বলিল, আমার নাম আশালতা"
tagore,মহেন্দ্রের মনে হইল নামটি বড়ো করুণ এবং কণ্ঠটি বড়ো কোমল
tagore,দুই বন্ধু পথে বাহির হইয়া আসিয়া গাড়ি ছাড়িয়া দিল
tagore,"মহেন্দ্র কহিল, বিহারী, এ মেয়েটিকে তুমি ছাড়িয়ো বিহারী তাহার স্পষ্ট উত্তর না করিয়া কহিল, মেয়েটিকে দেখিয়া উহার মাসিমাকে মনে পড়ে; বোধ হয় অমনি হইবে"
tagore,"মহেন্দ্র কহিল, তোমার যে বোঝা চাপাইলাম, এখন বোধ হয় তাহার ভার তত গুরুতর বোধ হইতেছে না"
tagore,"বিহারী কহিল, না, বোধ হয় সহ্য করিতে পারিব"
tagore,"মহেন্দ্র কহিল, কাজ কী এত কষ্ট করিয়া"
tagore,তোমার বোঝা না হয় আমিই তুলিয়া কী বল
tagore,বিহারী গন্ভীরভাবে মহেন্দ্রের মুখের দিকে চাহিল
tagore,তুমি বিবাহ করিলে কাকী ঢের বেশি খুশি হইবেন- তাহা হইলে তিনি মেয়েটিকে সর্বদাই কাছে রাখিতে পারিবেন
tagore,"মহেন্দ্র কহিল, তুমি পাগল হইয়াছ"
tagore,সে হইলে অনেক কাল আগে হইয়া যাইত
tagore,"বিহারী অধিক আপত্তি না করিয়া চলিয়া গেল, মহেন্দ্রও সোজা পথ ছাড়িয়া দীর্ঘ পথ ধরিয়া বহুবিলম্বে ধীরে ধীরে বাড়ি গিয়া পৌছিল"
tagore,"মা তখন লুচিভাজা- ব্যাপারে ব্যস্ত ছিলেন, কাকী তখনো তাহার বোনঝির নিকট হইতে ফেরেন নাই"
tagore,মহেন্দ্র একা নির্জন ছাদের উপর গিয়া মাদুর পাতিয়া শুইল
tagore,কলিকাতার হর্ম্যশিখরপুজ্ঞের উপর শুরুসপ্তমীর অর্থচন্দ্র নিঃশব্দে আপন অপরূপ মায়ামন্ত্র বিকীর্ণ করিতেছিল
tagore,"মা যখন খাবার খবর দিলেন, মহেন্দ্র অলসস্বরে কহিল, বেশ আছি, এখন আর উঠিতে পারি না"
tagore,"মা কহিলেন, এইখানেই আনিয়া দিই- না"
tagore,"মহেন্দ্র কহিল, আজ আর খাইব না, আমি খাইয়া আসিয়াছি"
tagore,"পৃষ্ঠা মা জিজ্ঞাসা করিলেন, কোথায় খাইতে গিয়াছিলি"
tagore,"মহেন্দ্র কহিল, সে অনেক কথা, পরে বলিব মহেন্দ্রের এই অভূতপূর্ব ব্যবহারে অভিমানিনী মাতা কোনো উত্তর না করিয়া চলিয়া যাইতে উদ্যত হইলেন"
tagore,"তখন মুহূর্তের মধ্যে আত্মসংবরণ করিয়া অনুতপ্ত মহেন্দ্র কহিল, মা, আমার খাবার এইখানেই আনো"
tagore,"মা কহিলেন, ক্ষুধা না থাকে তো দরকার কী"
tagore,এই লইয়া ছেলেতে মায়েতে কিয়ৎক্ষণ মান- অভিমানের পর মহেন্দ্রকে পুনশ্চ আহারে বসিতে হইল
tagore,পৃষ্ঠা অধ্যায় - রাত্রে মহেন্দ্রের ভালো নিদ্রা হইল না
tagore,প্রত্যুষেই সে বিহারীর বাসায় আসিয়া উপস্থিত
tagore,"কহিল, ভাই, ভাবিয়া দেখিলাম, কাকীমার মনোগত ইচ্ছা আমিই তাহার বোনঝিকে বিবাহ করি"
tagore,"বিহারী কহিল, সেজন্য তো হঠাৎ নূতন করিয়া ভাবিবার কোনো দরকার ছিল তিনি তো ইচ্ছা নানাপ্রকারেই ব্যক্ত করিয়াছেন"
tagore,"মহেন্দ্র কহিল, তাই বলিতেছি, আমার মনে হয়, আশাকে আমি বিবাহ না করিলে তাহার মনে একটা থাকিয়া যাইবে বিহারী কহিল, সম্ভব বটে"
tagore,"মহেন্দ্র কহিল, আমার মনে হয়, সেটা আমার পক্ষে নিতান্ত অন্যায় হইবে"
tagore,"বিহারী কিঞ্চিৎ অস্বাভাবিক উৎসাহের সহিত কহিল, বেশ কথা, সে তো ভালো কথা, তুমি রাজি হইলে তো আর কোনো কথাই থাকে না"
tagore,কর্তব্যবুদ্ধি কাল তোমার মাথায় আসিলেই তো ভালো হইত
tagore,একদিন দেরিতে আসিয়া কী এমন ক্ষতি হইল
